study_id,instance,3hb_ratio_mol,3ho_ratio_mol,3hdd_ratio_mol,3httd_ratio_mol,unsaturated_monomer_ratio_mol,uknown_monomer_ratio_mol,additive1_percentage_wt,additive1_type,final_pha_percentage_wt,frequency_experimental_fixed_hz,temperature,storage_modulus,log_storage_modulus
9,6,0.0,86.0,0,0,0,14,10.0,reinforcment_and_stiffening_modifiers,90.0,1.0,-15.0,824.1381150130059,2.9160000000000017
9,6,0.0,86.0,0,0,0,14,10.0,reinforcment_and_stiffening_modifiers,90.0,1.0,5.0,426.57951880159385,2.6300000000000012
9,6,0.0,86.0,0,0,0,14,10.0,reinforcment_and_stiffening_modifiers,90.0,1.0,25.0,336.51156937549126,2.5270000000000006
9,6,0.0,86.0,0,0,0,14,10.0,reinforcment_and_stiffening_modifiers,90.0,1.0,45.0,103.27614057613984,2.0140000000000002
9,7,0.0,86.0,0,0,0,14,0.0,no_additive,100.0,1.0,-95.0,2296.1486481123707,3.3610000000000015
9,7,0.0,86.0,0,0,0,14,0.0,no_additive,100.0,1.0,-75.0,2065.380155810529,3.315
9,7,0.0,86.0,0,0,0,14,0.0,no_additive,100.0,1.0,-55.0,1857.804455091704,3.2690000000000015
9,7,0.0,86.0,0,0,0,14,0.0,no_additive,100.0,1.0,-35.0,963.8290236239728,2.984000000000001
9,7,0.0,86.0,0,0,0,14,0.0,no_additive,100.0,1.0,-15.0,54.95408738576249,1.7400000000000002
9,7,0.0,86.0,0,0,0,14,0.0,no_additive,100.0,1.0,5.0,30.831879502493617,1.489000000000001
9,7,0.0,86.0,0,0,0,14,0.0,no_additive,100.0,1.0,25.0,20.749135174549153,1.317000000000001
9,7,0.0,86.0,0,0,0,14,0.0,no_additive,100.0,1.0,45.0,5.7279603098583,0.7580000000000006
9,7,0.0,86.0,0,0,0,14,0.0,no_additive,100.0,1.0,55.0,0.1140249787561172,-0.9429999999999987
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,-120.0,3622.420538949,3.5589988676078166
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,-110.0,3524.355895208,3.547079757719772
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,-100.0,3245.8096108189998,3.5113230418624566
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,-90.0,2948.537589483,3.4696066687599116
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,-80.0,2791.0566637839997,3.445768653586055
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,-70.0,2570.4652268610002,3.410011733126401
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,-60.0,2210.333235932,3.344457754054571
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,-50.0,1703.050554456,3.2312275400327137
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,-40.0,366.24051734,2.563766388801821
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,-30.0,74.553360208,1.8724672223953893
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,-20.0,34.10177538400001,1.532776989532188
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,-10.0,24.198589908,1.38379005965742
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,0.0,17.408541126,1.2407623778103245
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,10.0,11.693325703,1.0679380465810044
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,20.0,7.537628754,0.8772347436124394
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,30.0,4.178084863,0.6209772568885024
10,1,0.0,20.0,16,3,11,0,0.0,no_additive,100.0,1.6,40.0,0.721380593,-0.141835545503075
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,-125.0,4115.69422057,3.6144431009659552
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,-115.0,4115.69422057,3.6144431009659552
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,-105.0,3846.514036855,3.585067321621692
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,-95.0,3687.289920277,3.566707286189348
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,-85.0,3504.899312555,3.544675546231392
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,-75.0,3303.481276201,3.5189718496139504
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,-65.0,3140.07472788,3.49693998358906
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,-55.0,3035.653211835,3.4822521569504716
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,-45.0,2813.224694172,3.449204420946532
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,-35.0,2742.763901343,3.4381884249005608
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,-25.0,2607.0939687859996,3.416156684942687
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,-15.0,2478.1341863720004,3.3941248189178084
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,-5.0,2335.7204877550002,3.368420870166108
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,5.0,2040.184470832,3.3096694375447067
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,15.0,1737.408767944,3.2399020088772605
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,25.0,1314.3985184619999,3.118727060907726
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,35.0,588.694075847,2.76988966543693
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,45.0,118.090613479,2.072215378762688
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,55.0,24.921422734,1.3965728320436293
11,1,1.0,25.0,7,2,49,0,0.0,no_additive,100.0,1.6,65.0,16.192062069,1.2093021599430878
