temperature,study_id,instance,mw_phbv,additive1_type,additive1_percentage,additive2_type,additive2_percentage,hb_ratio_formulation,hv_ratio_formulation,loss_modulus,log_loss_modulus,log_mw
80.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,94.648738,1.9761148276681193,5.740362689494244
90.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,86.944793,1.9392435778386614,5.740362689494244
100.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,85.596284,1.9324549110168132,5.740362689494244
110.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,83.2861,1.9205725260524518,5.740362689494244
-40.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,132.06798,2.120797535290919,5.740362689494244
-30.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,169.18980299999998,2.2283741847415315,5.740362689494244
-20.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,196.87251200000003,2.2941850827197148,5.740362689494244
-10.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,214.64020700000003,2.3317110784996746,5.740362689494244
0.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,227.05380000000002,2.3561287747030555,5.740362689494244
10.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,213.093504,2.328570210765564,5.740362689494244
20.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,201.82011999999997,2.3049644600644377,5.740362689494244
30.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,176.08072099999998,2.2457118078601503,5.740362689494244
40.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,157.361201,2.1968976615127187,5.740362689494244
50.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,147.53538600000002,2.168896197272876,5.740362689494244
60.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,141.586404,2.1510215517205,5.740362689494244
70.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,126.594872,2.1024161139972244,5.740362689494244
80.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,116.451837,2.0661463438167766,5.740362689494244
90.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,104.51418100000001,2.0191752216643506,5.740362689494244
100.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,101.430636,2.0061691486484454,5.740362689494244
110.0,59,2,550000.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,96.929144,1.9864543774157546,5.740362689494244
-40.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,134.685552,2.129321010546951,5.740362689494244
-30.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,154.37676,2.188581921884266,5.740362689494244
-20.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,156.75638800000002,2.195225247854411,5.740362689494244
-10.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,160.08782399999998,2.2043583014964176,5.740362689494244
0.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,180.45325000000003,2.2563647081985505,5.740362689494244
10.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,185.440481,2.268204545104502,5.740362689494244
20.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,177.339954,2.2488065914776043,5.740362689494244
30.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,163.10196,2.2124591799983993,5.740362689494244
40.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,138.889524,2.1426694895059977,5.740362689494244
50.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,123.828642,2.0928211101432295,5.740362689494244
60.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,122.192618,2.0870449697469278,5.740362689494244
70.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,115.84704400000001,2.063884956633832,5.740362689494244
80.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,104.19692099999999,2.01785488583043,5.740362689494244
90.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,102.124603,2.0091303812639048,5.740362689494244
100.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,97.20677400000001,1.9876965304438907,5.740362689494244
110.0,59,3,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,91.19829600000001,1.959986723803079,5.740362689494244
-40.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,175.971658,2.2454427259654075,5.740362689494244
-30.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,211.626082,2.3255691915797354,5.740362689494244
-20.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,184.538262,2.266086426065123,5.740362689494244
-10.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,167.61332,2.2243085284508073,5.740362689494244
0.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,173.096302,2.2382877897809434,5.740362689494244
10.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,164.985856,2.2174467143687835,5.740362689494244
20.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,158.392338,2.1997341693948758,5.740362689494244
30.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,142.33996199999999,2.1533268455488486,5.740362689494244
40.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,121.796008,2.0856330540441186,5.740362689494244
50.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,111.464584,2.047136899521979,5.740362689494244
60.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,110.373964,2.042866640198809,5.740362689494244
70.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,100.022624,2.000098243670681,5.740362689494244
80.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,89.631713,1.9524616965383794,5.740362689494244
90.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,84.674222,1.9277512149693496,5.740362689494244
100.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,81.20398,1.9095773155672655,5.740362689494244
110.0,59,4,550000.0,plasticizer_modifier,10.0,reinforcement,5.0,85.0,0.0,75.80031400000001,1.8796710046846243,5.740362689494244
-40.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,148.169984,2.1707602339843213,5.740362689494244
-30.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,160.68271199999998,2.2059691531361545,5.740362689494244
-20.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,166.264881,2.2208005258365766,5.740362689494244
-10.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,168.75352999999998,2.227252866205206,5.740362689494244
0.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,180.849885,2.2573182369357294,5.740362689494244
10.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,184.03259100000002,2.26489474060783,5.740362689494244
20.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,167.28610799999998,2.2234598771880667,5.740362689494244
30.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,137.858318,2.1394329753929364,5.740362689494244
40.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,113.754949,2.055970300068809,5.740362689494244
50.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,91.922111,1.9634199894087325,5.740362689494244
60.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,78.8244,1.8966606736453673,5.740362689494244
70.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,65.042482,1.8131971054386764,5.740362689494244
80.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,58.00284,1.7634492584962587,5.740362689494244
90.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,53.303136,1.7267527607607285,5.740362689494244
100.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,52.053855,1.7164528979816585,5.740362689494244
110.0,59,5,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,51.31024,1.7102040460417012,5.740362689494244
-40.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,191.776196,2.2827946998762845,5.740362689494244
-30.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,188.216732,2.274658228508186,5.740362689494244
-20.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,182.049573,2.2601896646269455,5.740362689494244
-10.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,182.75351999999998,2.261865750619523,5.740362689494244
0.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,196.91219999999998,2.294272624358234,5.740362689494244
10.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,186.73940199999998,2.27123596372158,5.740362689494244
20.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,168.95184,2.2277629258978067,5.740362689494244
30.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,140.72376100000002,2.148367433610571,5.740362689494244
40.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,111.04816000000001,2.0455113669505263,5.740362689494244
50.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,88.51136299999999,1.9469990285669363,5.740362689494244
60.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,77.535385,1.88949994770703,5.740362689494244
70.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,58.240798999999996,1.7652273243906742,5.740362689494244
80.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,44.27057,1.6461151137172947,5.740362689494244
90.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,40.6516,1.6090776435954302,5.740362689494244
100.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,39.987304,1.6019221243787638,5.740362689494244
110.0,59,6,550000.0,plasticizer_modifier,10.0,not_applicable,0.0,90.0,0.0,38.60901,1.5866886657253343,5.740362689494244
