temperature,study_id,instance,mw_phbv,additive1_type,additive1_percentage,additive2_type,additive2_percentage,hb_ratio_formulation,hv_ratio_formulation,loss_modulus,log_loss_modulus,log_mw
60.0,21,4a,350000.0,other,50.0,not_applicable,0.0,1.5,48.5,53.01,1.7243578042264265,5.544068044350276
80.0,21,4a,350000.0,other,50.0,not_applicable,0.0,1.5,48.5,34.38,1.5363058723510337,5.544068044350276
100.0,21,4a,350000.0,other,50.0,not_applicable,0.0,1.5,48.5,37.25,1.5711262770843117,5.544068044350276
-20.0,21,5a,350000.0,not_applicable,0.0,not_applicable,0.0,0.0,100.0,51.49,1.7117228918272347,5.544068044350276
0.0,21,5a,350000.0,not_applicable,0.0,not_applicable,0.0,0.0,100.0,52.24,1.7180031682670176,5.544068044350276
20.0,21,5a,350000.0,not_applicable,0.0,not_applicable,0.0,0.0,100.0,64.18,1.8073997127594854,5.544068044350276
40.0,21,5a,350000.0,not_applicable,0.0,not_applicable,0.0,0.0,100.0,84.33,1.9259821003271032,5.544068044350276
60.0,21,5a,350000.0,not_applicable,0.0,not_applicable,0.0,0.0,100.0,97.01,1.9868165045855364,5.544068044350276
80.0,21,5a,350000.0,not_applicable,0.0,not_applicable,0.0,0.0,100.0,49.25,1.6924062348336306,5.544068044350276
100.0,21,5a,350000.0,not_applicable,0.0,not_applicable,0.0,0.0,100.0,47.01,1.6721902511882525,5.544068044350276
-20.0,21,6a,350000.0,other,10.0,not_applicable,0.0,0.0,90.0,75.37,1.8771985152717898,5.544068044350276
0.0,21,6a,350000.0,other,10.0,not_applicable,0.0,0.0,90.0,85.07,1.9297764328049019,5.544068044350276
20.0,21,6a,350000.0,other,10.0,not_applicable,0.0,0.0,90.0,102.99,2.0127950581454126,5.544068044350276
40.0,21,6a,350000.0,other,10.0,not_applicable,0.0,0.0,90.0,118.66,2.074304344001435,5.544068044350276
60.0,21,6a,350000.0,other,10.0,not_applicable,0.0,0.0,90.0,108.21,2.0342673970380254,5.544068044350276
80.0,21,6a,350000.0,other,10.0,not_applicable,0.0,0.0,90.0,61.19,1.7866804531966487,5.544068044350276
100.0,21,6a,350000.0,other,10.0,not_applicable,0.0,0.0,90.0,62.69,1.7971982698389588,5.544068044350276
-20.0,21,7a,350000.0,other,30.0,not_applicable,0.0,0.0,70.0,81.34,1.9103041680685688,5.544068044350276
0.0,21,7a,350000.0,other,30.0,not_applicable,0.0,0.0,70.0,98.51,1.9934803190699966,5.544068044350276
20.0,21,7a,350000.0,other,30.0,not_applicable,0.0,0.0,70.0,93.28,1.9697885374149389,5.544068044350276
40.0,21,7a,350000.0,other,30.0,not_applicable,0.0,0.0,70.0,89.55,1.9520655901850503,5.544068044350276
60.0,21,7a,350000.0,other,30.0,not_applicable,0.0,0.0,70.0,64.93,1.812445402872756,5.544068044350276
80.0,21,7a,350000.0,other,30.0,not_applicable,0.0,0.0,70.0,42.54,1.6287974855667102,5.544068044350276
100.0,21,7a,350000.0,other,30.0,not_applicable,0.0,0.0,70.0,42.54,1.6287974855667102,5.544068044350276
-20.0,21,8a,350000.0,other,50.0,not_applicable,0.0,0.0,50.0,115.67,2.0632207355819947,5.544068044350276
0.0,21,8a,350000.0,other,50.0,not_applicable,0.0,0.0,50.0,125.37,2.0981936258632885,5.544068044350276
20.0,21,8a,350000.0,other,50.0,not_applicable,0.0,0.0,50.0,97.76,1.990161192898479,5.544068044350276
40.0,21,8a,350000.0,other,50.0,not_applicable,0.0,0.0,50.0,72.39,1.8596785766284483,5.544068044350276
60.0,21,8a,350000.0,other,50.0,not_applicable,0.0,0.0,50.0,40.3,1.6053050461411094,5.544068044350276
80.0,21,8a,350000.0,other,50.0,not_applicable,0.0,0.0,50.0,28.36,1.4527062265110289,5.544068044350276
100.0,21,8a,350000.0,other,50.0,not_applicable,0.0,0.0,50.0,35.82,1.5541255815130128,5.544068044350276
-12.5,27,1,100.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,36.05041,1.5569102082988608,2.0
0.0,27,1,100.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,35.65966,1.5521771980421462,2.0
12.5,27,1,100.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,34.18488,1.5338340597244493,2.0
25.0,27,1,100.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,31.764696,1.5019447033308349,2.0
37.5,27,1,100.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,24.453780000000002,1.3883460007297996,2.0
50.0,27,1,100.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,18.756304,1.273147263118452,2.0
62.5,27,1,100.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,17.142864000000003,1.2340833797511261,2.0
75.0,27,1,100.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,17.243693999999998,1.2366303074264224,2.0
87.5,27,1,100.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,18.857146,1.2754759635740007,2.0
100.0,27,1,100.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,20.760516,1.3172381436449994,2.0
112.5,27,1,100.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,23.999988,1.3802110245643107,2.0
-12.5,27,2,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,133.512608,2.1255222793806063,1.9912260756924949
0.0,27,2,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,138.403368,2.1411466586613295,1.9912260756924949
12.5,27,2,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,128.722704,2.1096551541483435,1.9912260756924949
25.0,27,2,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,117.529427,2.070146618809119,1.9912260756924949
37.5,27,2,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,91.56304,1.9617202033265304,1.9912260756924949
50.0,27,2,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,68.168074,1.833581023747782,1.9912260756924949
62.5,27,2,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,58.386552,1.7663128288805323,1.9912260756924949
75.0,27,2,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,65.42016,1.8157116019569868,1.9912260756924949
87.5,27,2,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,70.789914,1.8499713847211636,1.9912260756924949
100.0,27,2,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,74.73529,1.873525724080043,1.9912260756924949
112.5,27,2,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,76.878123,1.8858027713736294,1.9912260756924949
-12.5,27,3,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,179.55882000000003,2.254206742702145,1.9912260756924949
0.0,27,3,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,179.62185799999997,2.254359184397972,1.9912260756924949
12.5,27,3,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,174.705888,2.2423075419767398,1.9912260756924949
25.0,27,3,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,151.94117400000002,2.1816754777333442,1.9912260756924949
37.5,27,3,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,124.058828,2.0936276740114637,1.9912260756924949
50.0,27,3,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,89.24369999999999,1.950577567621125,1.9912260756924949
62.5,27,3,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,76.941172,1.8861587973757379,1.9912260756924949
75.0,27,3,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,82.94118,1.918770209757722,1.9912260756924949
87.5,27,3,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,89.05463999999999,1.9496565523663394,1.9912260756924949
100.0,27,3,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,99.07566,1.9959669741013908,1.9912260756924949
112.5,27,3,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,99.806686,1.9991596354321142,1.9912260756924949
-12.5,27,4,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,214.78992,2.3320138962495967,1.9912260756924949
0.0,27,4,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,202.68908,2.306830351438482,1.9912260756924949
12.5,27,4,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,190.58822999999998,2.2800960767646026,1.9912260756924949
25.0,27,4,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,180.907558,2.2574567112994317,1.9912260756924949
37.5,27,4,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,160.613462,2.2057819433542076,1.9912260756924949
50.0,27,4,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,136.58825299999998,2.13541335032171,1.9912260756924949
62.5,27,4,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,113.06724,2.053336791060223,1.9912260756924949
75.0,27,4,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,102.844523,2.012181168230904,1.9912260756924949
87.5,27,4,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,93.17646799999999,1.969306243811465,1.9912260756924949
100.0,27,4,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,93.52941799999999,1.9709482318951421,1.9912260756924949
112.5,27,4,98.0,reinforcement,2.0,not_applicable,0.0,98.0,0.0,98.319325,1.992638888289895,1.9912260756924949
-50.0,32,2,548277.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,130.548,2.1157702228030293,5.7390000277864655
-25.0,32,2,548277.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,130.548,2.1157702228030293,5.7390000277864655
0.0,32,2,548277.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,156.283,2.193911739326106,5.7390000277864655
25.0,32,2,548277.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,196.725,2.2938595539820534,5.7390000277864655
50.0,32,2,548277.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,233.155,2.367644733318822,5.7390000277864655
75.0,32,2,548277.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,70.722,1.849554533915112,5.7390000277864655
97.5,32,2,548277.0,reinforcement,5.0,not_applicable,0.0,95.0,0.0,52.674,1.721596299408674,5.7390000277864655
-37.5,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,273.563,2.437057357732076,5.4623979978989565
-25.0,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,187.069,2.272001824675886,5.4623979978989565
-12.5,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,179.023,2.2529088305966636,5.4623979978989565
0.0,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,197.126,2.2947439094739552,5.4623979978989565
12.5,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,227.299,2.3565975250543274,5.4623979978989565
25.0,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,287.644,2.4588553194563616,5.4623979978989565
37.5,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,329.885,2.518362568454308,5.4623979978989565
50.0,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,237.356,2.3754002144995283,5.4623979978989565
62.5,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,128.736,2.109700010891167,5.4623979978989565
75.0,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,82.471,1.916301260621684,5.4623979978989565
87.5,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,76.437,1.8833036335240902,5.4623979978989565
100.0,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,82.471,1.916301260621684,5.4623979978989565
112.5,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,94.54,1.975615597966895,5.4623979978989565
125.0,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,90.517,1.956730151722857,5.4623979978989565
137.5,45,1b,290000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,88.506,1.9469727133934676,5.4623979978989565
-37.5,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,323.851,2.5103452424237593,5.4623979978989565
-25.0,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,247.414,2.3934242706800077,5.4623979978989565
-12.5,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,239.368,2.379066091131709,5.4623979978989565
0.0,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,259.483,2.414108910361604,5.4623979978989565
12.5,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,378.161,2.577676737734427,5.4623979978989565
25.0,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,579.31,2.7629110253182096,5.4623979978989565
37.5,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,607.471,2.7835255500224565,5.4623979978989565
50.0,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,283.621,2.4527383839386423,5.4623979978989565
62.5,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,106.609,2.027793869656286,5.4623979978989565
75.0,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,60.345,1.7806412916269425,5.4623979978989565
87.5,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,56.322,1.7506780682494993,5.4623979978989565
100.0,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,62.356,1.7948782483762573,5.4623979978989565
112.5,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,74.425,1.8717188433187624,5.4623979978989565
125.0,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,74.425,1.8717188433187624,5.4623979978989565
137.5,45,2b,290000.0,crosslinker_polymer_modifier,0.25,not_applicable,0.0,99.75,0.0,66.379,1.8220307054731093,5.4623979978989565
-37.5,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,1013.793,3.0059492881974355,5.4623979978989565
-25.0,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,716.092,2.854968821924626,5.4623979978989565
-12.5,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,603.448,2.7806398522526727,5.4623979978989565
0.0,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,726.149,2.8610257436179634,5.4623979978989565
12.5,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,812.644,2.9099003331760613,5.4623979978989565
25.0,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,885.057,2.9469712413060907,5.4623979978989565
37.5,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,804.598,2.9055789487049872,5.4623979978989565
50.0,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,448.563,2.651823447671963,5.4623979978989565
62.5,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,191.092,2.2812425058484167,5.4623979978989565
75.0,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,120.69,2.081671287290924,5.4623979978989565
87.5,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,92.529,1.9662778685888542,5.4623979978989565
100.0,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,76.437,1.8833036335240902,5.4623979978989565
112.5,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,70.402,1.847584996878279,5.4623979978989565
125.0,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,64.368,1.8086700152271862,5.4623979978989565
137.5,45,3b,290000.0,crosslinker_polymer_modifier,0.5,not_applicable,0.0,99.5,0.0,60.345,1.7806412916269425,5.4623979978989565
-37.5,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,1287.356,3.109698661477929,5.4623979978989565
-25.0,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,820.69,2.9141791416341905,5.4623979978989565
-12.5,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,683.908,2.8349976839136626,5.4623979978989565
0.0,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,627.586,2.79767324691209,5.4623979978989565
12.5,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,887.069,2.9479574024177095,5.4623979978989565
25.0,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,1315.517,3.119096464704875,5.4623979978989565
37.5,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,975.575,2.989260662591712,5.4623979978989565
50.0,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,364.08,2.5611968224983364,5.4623979978989565
62.5,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,150.862,2.1785798609247102,5.4623979978989565
75.0,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,80.46,1.9055800282352424,5.4623979978989565
87.5,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,66.379,1.8220307054731093,5.4623979978989565
100.0,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,66.379,1.8220307054731093,5.4623979978989565
112.5,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,80.46,1.9055800282352424,5.4623979978989565
125.0,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,72.414,1.8598225376745674,5.4623979978989565
137.5,45,4b,290000.0,crosslinker_polymer_modifier,1.0,not_applicable,0.0,99.0,0.0,60.345,1.7806412916269425,5.4623979978989565
-25.0,52,1,150000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,30926.641,4.490332753033147,5.176091259055681
-15.0,52,1,150000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,32548.263,4.512527816571065,5.176091259055681
-5.0,52,1,150000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,34401.544,4.536577934886417,5.176091259055681
5.0,52,1,150000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,40193.05,4.6041509633433355,5.176091259055681
15.0,52,1,150000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,50849.421,4.706286012166598,5.176091259055681
25.0,52,1,150000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,66138.996,4.820457597971556,5.176091259055681
35.0,52,1,150000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,72162.162,4.858309536321638,5.176091259055681
45.0,52,1,150000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,58262.548,4.765389473737279,5.176091259055681
55.0,52,1,150000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,47606.178,4.677663316107184,5.176091259055681
65.0,52,1,150000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,38339.768,4.583649480565397,5.176091259055681
75.0,52,1,150000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,33706.564,4.527714483405117,5.176091259055681
90.0,52,1,150000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,34169.884,4.53364350445737,5.176091259055681
-25.0,52,2,150000.0,plasticizer_modifier,20.0,not_applicable,0.0,80.0,0.0,95096.525,4.9781646473170325,5.176091259055681
-15.0,52,2,150000.0,plasticizer_modifier,20.0,not_applicable,0.0,80.0,0.0,110849.421,5.044733429005205,5.176091259055681
-5.0,52,2,150000.0,plasticizer_modifier,20.0,not_applicable,0.0,80.0,0.0,147683.398,5.1693316763394215,5.176091259055681
5.0,52,2,150000.0,plasticizer_modifier,20.0,not_applicable,0.0,80.0,0.0,108301.158,5.034633100303265,5.176091259055681
15.0,52,2,150000.0,plasticizer_modifier,20.0,not_applicable,0.0,80.0,0.0,94633.205,4.976043548854138,5.176091259055681
25.0,52,2,150000.0,plasticizer_modifier,20.0,not_applicable,0.0,80.0,0.0,85830.116,4.933639699477341,5.176091259055681
35.0,52,2,150000.0,plasticizer_modifier,20.0,not_applicable,0.0,80.0,0.0,79111.969,4.898242193705276,5.176091259055681
45.0,52,2,150000.0,plasticizer_modifier,20.0,not_applicable,0.0,80.0,0.0,72393.822,4.859701505619924,5.176091259055681
55.0,52,2,150000.0,plasticizer_modifier,20.0,not_applicable,0.0,80.0,0.0,61042.471,4.785632105548792,5.176091259055681
65.0,52,2,150000.0,plasticizer_modifier,20.0,not_applicable,0.0,80.0,0.0,52471.042,4.719919688752499,5.176091259055681
75.0,52,2,150000.0,plasticizer_modifier,20.0,not_applicable,0.0,80.0,0.0,52007.722,4.71606783157725,5.176091259055681
90.0,52,2,150000.0,plasticizer_modifier,20.0,not_applicable,0.0,80.0,0.0,52934.363,4.7237376912467735,5.176091259055681
-15.0,52,3,150000.0,plasticizer_modifier,40.0,not_applicable,0.0,60.0,0.0,132625.483,5.122626978540709,5.176091259055681
-5.0,52,3,150000.0,plasticizer_modifier,40.0,not_applicable,0.0,60.0,0.0,133320.463,5.124896813224286,5.176091259055681
5.0,52,3,150000.0,plasticizer_modifier,40.0,not_applicable,0.0,60.0,0.0,81891.892,4.913240905008636,5.176091259055681
15.0,52,3,150000.0,plasticizer_modifier,40.0,not_applicable,0.0,60.0,0.0,46911.197,4.6712765146752,5.176091259055681
25.0,52,3,150000.0,plasticizer_modifier,40.0,not_applicable,0.0,60.0,0.0,34401.544,4.536577934886417,5.176091259055681
35.0,52,3,150000.0,plasticizer_modifier,40.0,not_applicable,0.0,60.0,0.0,26525.097,4.423656980753877,5.176091259055681
45.0,52,3,150000.0,plasticizer_modifier,40.0,not_applicable,0.0,60.0,0.0,22123.552,4.344854855460759,5.176091259055681
55.0,52,3,150000.0,plasticizer_modifier,40.0,not_applicable,0.0,60.0,0.0,19575.29,4.291708204674647,5.176091259055681
65.0,52,3,150000.0,plasticizer_modifier,40.0,not_applicable,0.0,60.0,0.0,18648.649,4.27064737485262,5.176091259055681
75.0,52,3,150000.0,plasticizer_modifier,40.0,not_applicable,0.0,60.0,0.0,18416.988,4.26521860512578,5.176091259055681
90.0,52,3,150000.0,plasticizer_modifier,40.0,not_applicable,0.0,60.0,0.0,17490.347,4.242798425755995,5.176091259055681
-15.0,52,4,150000.0,plasticizer_modifier,60.0,not_applicable,0.0,40.0,0.0,132625.483,5.122626978540709,5.176091259055681
-5.0,52,4,150000.0,plasticizer_modifier,60.0,not_applicable,0.0,40.0,0.0,126138.996,5.1008493699156245,5.176091259055681
5.0,52,4,150000.0,plasticizer_modifier,60.0,not_applicable,0.0,40.0,0.0,60579.151,4.782323182522772,5.176091259055681
15.0,52,4,150000.0,plasticizer_modifier,60.0,not_applicable,0.0,40.0,0.0,35328.185,4.548121325950767,5.176091259055681
25.0,52,4,150000.0,plasticizer_modifier,60.0,not_applicable,0.0,40.0,0.0,25366.795,4.4042655991987765,5.176091259055681
35.0,52,4,150000.0,plasticizer_modifier,60.0,not_applicable,0.0,40.0,0.0,20501.931,4.311794767550874,5.176091259055681
45.0,52,4,150000.0,plasticizer_modifier,60.0,not_applicable,0.0,40.0,0.0,16100.386,4.206836288184674,5.176091259055681
55.0,52,4,150000.0,plasticizer_modifier,60.0,not_applicable,0.0,40.0,0.0,15405.405,4.187673120176694,5.176091259055681
65.0,52,4,150000.0,plasticizer_modifier,60.0,not_applicable,0.0,40.0,0.0,14247.104,4.153726594545329,5.176091259055681
75.0,52,4,150000.0,plasticizer_modifier,60.0,not_applicable,0.0,40.0,0.0,13320.463,4.1245193205437785,5.176091259055681
90.0,52,4,150000.0,plasticizer_modifier,60.0,not_applicable,0.0,40.0,0.0,12625.483,4.101248001461776,5.176091259055681
-10.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,102343860.287,8.010061794009212,5.467608105583634
0.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,105005027.432,8.021210092724289,5.467608105583634
10.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,101558740.066,8.00671730439371,5.467608105583634
20.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,87960326.264,7.944286831584524,5.467608105583634
30.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,70536103.108,7.84841146262604,5.467608105583634
40.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,55271674.849,7.7425026248252715,5.467608105583634
50.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,47139304.738,7.6733831727857424,5.467608105583634
60.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,43870030.503,7.642167936371664,5.467608105583634
70.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,40410421.511,7.606493380483396,5.467608105583634
80.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,39285316.096,7.594230251898535,5.467608105583634
90.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,38289699.076,7.583081953181163,5.467608105583634
100.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,37128208.538,7.569703994719537,5.467608105583634
110.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,35817591.294,7.554096376518657,5.467608105583634
120.0,56,1a,293500.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,33677547.674,7.527340459596456,5.467608105583634
-40.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,125.12748,2.0973526981967985,5.740362689494244
-30.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,159.016986,2.2014435176038383,5.740362689494244
-20.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,184.73655200000002,2.266552833509273,5.740362689494244
-10.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,197.160062,2.294818946053257,5.740362689494244
0.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,208.71105,2.3195454429657167,5.740362689494244
10.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,195.42492,2.2909799428445035,5.740362689494244
20.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,184.855496,2.266832367254214,5.740362689494244
30.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,161.45609599999997,2.2080544470563814,5.740362689494244
40.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,134.150115,2.1275910493064596,5.740362689494244
50.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,124.89942599999999,2.0965604424925868,5.740362689494244
60.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,118.682739,2.0743875605539683,5.740362689494244
70.0,59,1,550000.0,not_applicable,0.0,not_applicable,0.0,100.0,0.0,108.509904,2.0354693792559693,5.740362689494244
