temperature,study_id,instance,mw_phbv,additive1_type,additive1_percentage_wt,additive2_type,additive2_percentage_wt,hb_ratio_mol,hv_ratio_mol,storage_modulus,log_storage_modulus,log_mw
70.187,50,3,245000.0,reinforcment_and_stiffening_modifiers,17.5,no_additive,0.0,95.0,5.0,1971.056,3.2946989632675185,5.389166084364533
78.131,50,3,245000.0,reinforcment_and_stiffening_modifiers,17.5,no_additive,0.0,95.0,5.0,1745.297,3.241869342175239,5.389166084364533
-19.766,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,5253.256,3.720428565219317,5.389166084364533
-13.808,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,5227.207,3.7182696987160226,5.389166084364533
-7.033,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,5201.158,3.7161000469080543,5.389166084364533
-0.374,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,5157.742,3.712459614114693,5.389166084364533
5.818,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,5027.496,3.7013517337335,5.389166084364533
13.061,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,4897.25,3.689952274908383,5.389166084364533
19.136,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,4723.589,3.674272102574569,5.389166084364533
24.86,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,4419.682,3.6453910226039477,5.389166084364533
31.752,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,3959.479,3.5976380439278133,5.389166084364533
38.879,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,3707.67,3.5691010729490538,5.389166084364533
46.355,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,3386.397,3.52973787072581,5.389166084364533
51.963,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,3151.954,3.4985798707172817,5.389166084364533
58.154,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,2926.194,3.466303115479153,5.389166084364533
63.995,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,2648.336,3.4229730841244415,5.389166084364533
70.187,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,2405.21,3.3811530008178114,5.389166084364533
78.131,50,4,245000.0,reinforcment_and_stiffening_modifiers,29.3,no_additive,0.0,95.0,5.0,2127.352,3.3278393559156862,5.389166084364533
-20.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,895279196.134,8.951958492781552,5.467608105583634
-10.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,929148434.912,8.968085099691931,5.467608105583634
0.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,774315798.452,8.888918120312907,5.467608105583634
10.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,654056643.976,8.81561536162846,5.467608105583634
20.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,579211765.893,8.762837375375735,5.467608105583634
30.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,539573008.813,8.73205021672863,5.467608105583634
40.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,490908635.601,8.691000671865352,5.467608105583634
50.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,428902388.642,8.63235846491744,5.467608105583634
60.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,375995210.767,8.575182313143856,5.467608105583634
70.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,331847287.211,8.520938271717073,5.467608105583634
80.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,293873405.312,8.46816028546408,5.467608105583634
90.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,265569765.598,8.424178630254085,5.467608105583634
100.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,244077221.57,8.387527250912271,5.467608105583634
110.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,221315408.138,8.34501165087423,5.467608105583634
120.0,56,1a,293500.0,no_additive,0.0,no_additive,0.0,100.0,0.0,204092162.193,8.309826326706808,5.467608105583634
-50.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,6256.374,3.7963227025328172,5.740362689494244
-40.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,5889.518,3.770079753444851,5.740362689494244
-30.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,5433.428,3.735073916467018,5.740362689494244
-20.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,4808.782,3.6820350893335214,5.740362689494244
-10.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,4174.221,3.620575438629698,5.740362689494244
0.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,3618.98,3.558586183021535,5.740362689494244
10.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,3133.144,3.49598035561207,5.740362689494244
20.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,2736.544,3.437202435414237,5.740362689494244
30.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,2439.093,3.3872283598122155,5.740362689494244
40.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,2191.218,3.3406855868200953,5.740362689494244
50.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,1883.853,3.2750470111003867,5.740362689494244
60.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,1507.082,3.1781368828247007,5.740362689494244
70.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,1279.037,3.106883107937143,5.740362689494244
80.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,1100.567,3.04161648654822,5.740362689494244
90.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,961.756,2.9830649043719,5.740362689494244
100.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,832.861,2.9205725260524518,5.740362689494244
110.0,59,1,550000.0,no_additive,0.0,no_additive,0.0,100.0,0.0,713.881,2.8536258233299856,5.740362689494244
-50.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,6603.399,3.819767539626938,5.740362689494244
-40.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,6266.289,3.797010420582544,5.740362689494244
-30.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,5790.368,3.7627061656774594,5.740362689494244
-20.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,5235.127,3.718927221779939,5.740362689494244
-10.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,4541.076,3.6571587703670367,5.740362689494244
0.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,3946.176,3.5961764509425955,5.740362689494244
10.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,3420.68,3.5341124484222934,5.740362689494244
20.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,2984.419,3.474859796218006,5.740362689494244
30.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,2667.139,3.4260456498705745,5.740362689494244
40.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,2379.603,3.376504507774622,5.740362689494244
50.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,2082.153,3.318512639014264,5.740362689494244
60.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,1665.722,3.221602521716433,5.740362689494244
70.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,1437.677,3.1576613249381267,5.740362689494244
80.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,1259.207,3.100097129288277,5.740362689494244
90.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,1090.652,3.0376862000945106,5.740362689494244
100.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,932.011,2.969421038116974,5.740362689494244
110.0,59,2,550000.0,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,100.0,0.0,753.541,2.8771068871607195,5.740362689494244
-50.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,5611.898,3.749109768835345,5.740362689494244
-40.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,5145.892,3.7114606671646033,5.740362689494244
-30.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,4610.482,3.663746330812156,5.740362689494244
-20.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,4104.816,3.6132936944699185,5.740362689494244
-10.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,3609.065,3.5573947038625318,5.740362689494244
0.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,3143.059,3.4973525334623576,5.740362689494244
10.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,2686.969,3.4292626559357355,5.740362689494244
20.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,2330.028,3.3673611399841428,5.740362689494244
30.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,2042.493,3.3101605767997615,5.740362689494244
40.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,1794.618,3.253972019405974,5.740362689494244
50.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,1546.742,3.1894178784564864,5.740362689494244
60.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,1259.207,3.100097129288277,5.740362689494244
70.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,1120.397,3.049371937276495,5.740362689494244
80.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,991.501,2.9962931565587323,5.740362689494244
90.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,852.691,2.930791679107418,5.740362689494244
100.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,723.796,2.859616178685516,5.740362689494244
110.0,59,3,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,634.561,2.802473376927219,5.740362689494244
-50.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,5175.637,3.7139638089231526,5.740362689494244
-40.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,4600.567,3.6628113598981615,5.740362689494244
-30.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,3926.346,3.5939885681294053,5.740362689494244
-20.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,3420.68,3.5341124484222934,5.740362689494244
-10.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,2984.419,3.474859796218006,5.740362689494244
0.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,2577.904,3.4112667403848964,5.740362689494244
10.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,2230.878,3.3484758206758003,5.740362689494244
20.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,1923.513,3.2840951258178728,5.740362689494244
30.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,1645.892,3.2164013343131423,5.740362689494244
40.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,1447.592,3.1606461743494974,5.740362689494244
50.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,1199.717,3.0790788128532536,5.740362689494244
60.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,961.756,2.9830649043719,5.740362689494244
70.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,793.201,2.8993832530549595,5.740362689494244
80.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,694.051,2.8413913842946017,5.740362689494244
90.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,624.646,2.795633963260429,5.740362689494244
100.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,545.326,2.7366562044305294,5.740362689494244
110.0,59,4,550000.0,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,100.0,0.0,456.091,2.6590515024340946,5.740362689494244
-50.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,4630.312,3.6656102556644155,5.740362689494244
-40.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,4342.776,3.6377674290691595,5.740362689494244
-30.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,4055.241,3.6080166691168407,5.740362689494244
-20.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,3668.555,3.5644950345236315,5.740362689494244
-10.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,3172.805,3.501443381263238,5.740362689494244
0.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,2667.139,3.4260456498705745,5.740362689494244
10.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,2201.133,3.3426462849072753,5.740362689494244
20.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,1745.042,3.241805884102495,5.740362689494244
30.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,1477.337,3.1694795748963274,5.740362689494244
40.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,1259.207,3.100097129288277,5.740362689494244
50.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,1050.992,3.021599410253667,5.740362689494244
60.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,793.201,2.8993832530549595,5.740362689494244
70.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,644.476,2.809206749056934,5.740362689494244
80.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,555.241,2.74448152772116,5.740362689494244
90.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,495.751,2.6952635989117204,5.740362689494244
100.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,446.176,2.6495062056880894,5.740362689494244
110.0,59,5,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,376.771,2.57607746783458,5.740362689494244
-50.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,5046.742,3.7030111032594744,5.740362689494244
-40.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,4590.652,3.6618743717884508,5.740362689494244
-30.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,4233.711,3.626721209047359,5.740362689494244
-20.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,3807.365,3.5806245132439356,5.740362689494244
-10.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,3281.87,3.51612137397459,5.740362689494244
0.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,2558.074,3.4079131036011243,5.740362689494244
10.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,2111.898,3.324672938905863,5.740362689494244
20.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,1695.467,3.2292893412344967,5.740362689494244
30.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,1388.102,3.1424213799585825,5.740362689494244
40.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,1120.397,3.049371937276495,5.740362689494244
50.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,912.181,2.960081021992737,5.740362689494244
60.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,654.391,2.8158373177457614,5.740362689494244
70.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,466.006,2.668391508428447,5.740362689494244
80.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,406.516,2.6090776435954304,5.740362689494244
90.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,366.856,2.56449562643814,5.740362689494244
100.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,327.195,2.514806658419209,5.740362689494244
110.0,59,6,550000.0,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,100.0,0.0,277.62,2.4434507498835405,5.740362689494244
